osm_building,roof_features,roof_to_osm_area_ratio,match_fraction_min,roof_z_m,roof_z_p75_m,roof_z_max_m,roof_z_spread_max_m,dtm_ground_max_vertex_m,dtm_ground_roof_centroid_m,derived_height_m,derived_height_p75_roof_z_m,derived_height_max_roof_z_m,derived_height_centroid_ground_m,osm_reference_height_m,osm_reference_method,difference_from_osm_m,building_type,building_levels,osm_height_tag,name,footprint_area_m2
way/92029597,1,0.961,1.0,74.749,74.799,74.848,0.492,67.585,66.853,7.165,7.214,7.263,7.896,7.5,levels,-0.335,yes,2,,,532.2
way/92029599,1,0.956,1.0,72.48,72.48,73.069,1.376,69.114,68.61,3.366,3.366,3.956,3.869,,,,yes,,,,428.0
way/92029600,2,1.281,0.75,80.398,80.594,81.182,0.785,73.857,73.561,6.541,6.737,7.326,6.837,,,,yes,,,,485.0
way/92029601,1,0.904,1.0,71.709,72.299,74.466,4.037,69.039,68.593,2.669,3.26,5.427,3.116,4.5,levels,-1.831,yes,1,,,247.7
way/92029602,1,1.119,1.0,79.343,79.588,79.735,0.588,70.848,70.624,8.495,8.74,8.887,8.718,,,,yes,,,,750.0
way/92029603,2,1.068,0.889,74.935,75.306,75.723,1.18,69.614,69.424,5.321,5.692,6.109,5.511,,,,yes,,,,616.0
way/92029605,1,1.123,0.818,77.465,77.514,78.573,3.662,70.262,69.845,7.202,7.251,8.311,7.62,,,,yes,,,,394.9
way/92029606,1,0.515,0.929,57.551,57.753,58.02,1.426,53.623,53.093,3.928,4.13,4.398,4.458,4.5,levels,-0.572,yes,1,,,806.7
way/92029607,1,1.136,0.84,58.008,58.518,60.417,3.211,54.868,54.387,3.14,3.65,5.549,3.621,,,,yes,,,,413.6
way/92029608,1,1.058,0.706,79.221,79.417,79.907,0.882,71.95,70.65,7.271,7.467,7.957,8.571,,,,yes,,,,760.5
way/92029609,1,1.082,0.75,76.297,76.297,76.395,1.08,69.917,69.812,6.379,6.379,6.478,6.485,,,,yes,,,,217.8
way/92029613,1,0.947,1.0,72.567,73.057,74.335,2.849,69.006,68.582,3.561,4.051,5.329,3.985,,,,yes,,,,463.0
way/92029615,2,0.744,1.0,71.478,71.73,72.186,0.984,68.282,67.907,3.196,3.448,3.904,3.57,,,,yes,,,,298.8
way/92029616,1,1.182,0.714,80.677,82.392,82.784,3.332,75.989,76.094,4.688,6.403,6.796,4.583,,,,retail,,,,830.8
way/92029618,1,0.896,1.0,71.888,71.975,72.172,0.817,68.656,68.388,3.232,3.319,3.515,3.501,,,,yes,,,,175.4
way/92203570,1,1.249,0.745,60.191,61.199,61.701,2.169,53.801,53.15,6.39,7.397,7.9,7.041,10.5,levels,-4.11,terrace,3,,,600.0
way/92203573,1,0.956,1.0,73.836,73.85,74.047,1.573,69.944,69.716,3.893,3.907,4.103,4.121,,,,yes,,,,329.0
way/92203576,1,1.008,1.0,82.533,82.7,82.926,1.111,70.816,70.071,11.717,11.884,12.11,12.462,,,,yes,,,,232.4
way/92203577,1,1.013,1.0,89.551,90.452,90.56,1.367,74.345,74.229,15.206,16.107,16.215,15.322,,,,retail,,,,242.0
way/92203580,1,1.024,1.0,62.645,62.693,62.821,0.869,59.403,58.439,3.242,3.29,3.418,4.206,,,,yes,,,,153.8
way/92203583,1,1.023,1.0,70.339,70.623,70.634,0.492,66.356,65.854,3.983,4.267,4.279,4.485,,,,yes,,,,129.7
way/92203586,1,0.892,0.818,62.252,62.803,63.68,1.956,59.216,58.375,3.036,3.587,4.464,3.877,,,,yes,,,,159.1
way/92203589,1,1.117,0.917,60.667,62.052,62.498,3.446,55.297,55.052,5.37,6.755,7.201,5.615,,,,yes,,,,249.9
way/92203593,1,1.058,0.8,71.988,72.239,72.632,1.674,68.135,67.756,3.853,4.103,4.497,4.232,,,,yes,,,,478.7
way/92417194,1,0.975,0.786,98.987,101.256,101.499,3.459,94.754,93.844,4.233,6.503,6.745,5.143,,,,yes,,,,442.8
way/92417196,1,0.983,0.882,118.494,121.777,122.105,7.513,106.745,106.275,11.749,15.032,15.36,12.219,4.5,levels,7.249,yes,1,,,344.7
way/92417197,1,1.102,1.0,87.272,88.72,88.856,1.747,79.422,79.345,7.85,9.298,9.435,7.927,,,,yes,,,,737.0
way/92417199,1,1.043,0.833,104.111,104.195,108.842,7.533,97.748,97.412,6.363,6.447,11.094,6.699,4.5,levels,1.863,yes,1,,,299.3
way/92417200,1,1.093,0.778,99.394,99.568,99.814,1.611,96.133,96.165,3.262,3.435,3.681,3.229,4.5,levels,-1.238,yes,1,,,414.3
way/92417201,1,0.88,1.0,96.567,110.731,110.751,14.647,89.005,88.718,7.562,21.726,21.746,7.849,,,,yes,,,,643.3
way/92417204,1,1.01,1.0,102.283,102.482,102.487,1.064,97.044,96.76,5.239,5.438,5.444,5.523,4.5,levels,0.739,yes,1,,,286.7
way/92417205,1,0.473,1.0,99.833,101.204,103.416,5.416,94.759,93.806,5.074,6.445,8.657,6.027,7.5,levels,-2.426,yes,2,,,1379.1
way/92417206,1,0.858,0.8,82.082,82.082,82.082,0.196,73.773,73.94,8.309,8.309,8.309,8.142,,,,yes,,,,1188.8
way/92417207,1,1.045,0.714,83.281,84.267,86.312,4.218,80.433,80.053,2.848,3.833,5.879,3.228,,,,yes,,,,336.0
way/92417209,1,0.987,1.0,105.784,107.07,108.374,3.001,97.976,97.679,7.808,9.094,10.398,8.105,7.5,levels,0.308,yes,2,,,177.0
way/92417211,1,0.799,1.0,99.004,99.048,99.075,0.267,94.743,93.977,4.261,4.305,4.332,5.027,,,,yes,,,,298.9
way/92417212,1,0.899,1.0,90.389,90.409,90.409,0.338,82.466,82.287,7.923,7.943,7.943,8.102,,,,yes,,,,334.1
way/92417214,2,1.163,1.0,106.248,106.443,106.541,0.293,103.257,102.877,2.991,3.187,3.284,3.371,4.5,levels,-1.509,retail,1,,,498.2
way/92417217,1,0.858,1.0,103.633,103.638,103.824,0.232,87.915,87.579,15.718,15.723,15.909,16.054,,,,yes,,,,540.6
way/92417219,1,1.02,1.0,109.825,110.322,110.415,0.689,107.149,106.988,2.676,3.173,3.266,2.837,4.5,levels,-1.824,house,1,,,201.6
way/92417220,1,0.367,0.9,108.754,109.047,110.121,1.662,106.387,105.761,2.367,2.66,3.734,2.993,,,,yes,,,,500.2
way/92417221,1,0.677,1.0,109.386,109.387,109.485,0.392,104.463,103.854,4.924,4.924,5.022,5.533,4.5,levels,0.424,retail,1,,,604.2
way/92417222,1,0.514,0.8,105.278,105.362,106.58,4.338,99.422,98.062,5.856,5.94,7.158,7.215,,,,yes,,,,866.2
way/92417224,2,0.961,0.852,113.249,113.937,116.955,4.876,102.132,101.078,11.118,11.806,14.824,12.171,4.5,levels,6.618,government,1,,,1676.7
way/92417226,1,0.758,0.923,97.521,97.569,98.358,1.69,94.519,94.42,3.002,3.05,3.839,3.101,,,,yes,,,,229.8
way/92417227,1,0.909,0.857,94.342,94.502,94.868,0.882,90.901,90.569,3.441,3.601,3.966,3.774,,,,yes,,,,401.2
way/92417230,1,1.0,1.0,78.639,79.08,80.011,3.234,74.279,73.374,4.359,4.801,5.732,5.264,,,,retail,,,,769.4
way/92417232,1,0.968,1.0,94.201,94.824,95.298,3.341,87.261,87.221,6.94,7.563,8.036,6.98,,,,yes,,,,299.2
way/92417233,1,1.076,0.933,85.451,86.57,86.749,4.079,81.811,81.279,3.641,4.759,4.939,4.172,,,,yes,,,,312.7
way/92417234,1,1.079,0.846,111.314,111.461,112.196,1.666,105.732,105.182,5.581,5.728,6.463,6.132,4.5,levels,1.081,retail,1,,,391.5
way/924966422,1,1.082,1.0,89.917,90.244,90.401,0.612,82.086,81.871,7.832,8.158,8.315,8.046,,,,yes,,,,94.9
way/924966423,1,0.122,0.875,87.255,87.343,87.54,0.897,84.271,83.844,2.984,3.072,3.269,3.411,28.5,levels,-25.516,yes,9,,,977.3
way/924966427,2,1.586,0.7,90.759,91.086,92.634,2.267,83.593,83.034,7.166,7.492,9.041,7.725,28.5,levels,-21.334,yes,9,,,621.1
way/93245795,2,1.734,0.918,101.812,102.034,104.709,3.111,86.686,86.446,15.126,15.348,18.024,15.366,,,,yes,,,,1539.8
way/93245796,1,0.979,1.0,107.624,107.84,107.993,0.557,98.15,97.969,9.474,9.69,9.843,9.655,,,,school,,,,535.7
way/93245797,1,1.089,0.833,106.894,107.154,108.229,1.606,91.571,91.007,15.323,15.583,16.658,15.887,10.5,levels,4.823,yes,3,,Banca Mondială,252.5
way/93245800,1,1.331,0.75,89.757,89.768,96.094,7.513,83.23,83.089,6.527,6.538,12.864,6.668,,,,yes,,,,112.7
way/93245805,1,1.048,1.0,92.901,92.935,92.971,0.315,86.611,86.608,6.291,6.325,6.36,6.294,,,,yes,,,,534.7
way/93332163,2,1.009,1.0,91.383,94.808,95.202,3.975,88.638,88.261,2.744,6.17,6.563,3.121,,,,yes,,,,279.9
way/93332167,1,0.982,1.0,89.593,89.607,89.645,0.605,86.585,86.306,3.008,3.022,3.06,3.287,,,,yes,,,,280.4
way/93332176,1,1.034,1.0,95.967,96.002,96.003,0.148,87.514,87.12,8.453,8.488,8.489,8.847,,,,yes,,,,596.8
way/93332180,2,0.884,1.0,91.454,91.995,92.272,1.869,87.105,86.911,4.349,4.89,5.167,4.544,,,,yes,,,,371.4
way/941044034,3,0.043,1.0,76.502,77.116,77.288,1.653,74.402,73.078,2.1,2.714,2.886,3.424,24.0,levels,-21.9,apartments,7,,,2208.7
way/941044035,1,1.18,1.0,78.303,78.303,78.499,0.196,74.147,74.005,4.157,4.157,4.353,4.298,,,,yes,,,PT-125,35.6
way/941044037,1,0.788,0.778,71.159,71.427,71.524,0.515,65.657,64.892,5.502,5.77,5.867,6.267,,,,yes,,,,81.3
way/94692303,1,1.022,1.0,70.824,70.824,70.824,0.0,66.896,66.702,3.928,3.928,3.928,4.123,,,,yes,,,,69.1
way/94692306,1,1.147,0.857,75.06,75.673,77.074,3.736,70.654,70.667,4.406,5.019,6.42,4.394,4.5,levels,-0.094,yes,1,,,258.0
way/94985363,1,0.849,1.0,88.71,88.896,95.776,7.424,83.827,83.612,4.883,5.068,11.949,5.099,4.5,levels,0.383,service,1,,PT-215,345.9
way/94985365,1,1.114,1.0,91.246,92.289,94.139,2.999,86.175,86.099,5.071,6.114,7.964,5.147,,,,service,,,PT-145,117.8
way/96059519,1,0.965,1.0,71.851,71.983,72.302,1.971,68.336,67.887,3.515,3.647,3.967,3.963,,,,yes,,,,486.3
way/96059522,1,0.708,0.9,66.294,66.84,67.103,2.338,64.547,63.304,1.747,2.293,2.556,2.99,,,,yes,,,,263.1
way/96059526,1,1.153,0.81,77.969,77.969,78.166,0.393,71.72,71.634,6.25,6.25,6.446,6.335,,,,yes,,,Biserica Sfântul Mucenic Haralambie,327.4
way/96059527,2,1.087,1.0,78.534,78.606,78.606,0.275,72.245,71.112,6.289,6.36,6.36,7.422,,,,yes,,,,264.7
way/96059528,1,1.157,0.909,73.752,74.047,74.539,0.984,70.822,70.556,2.93,3.225,3.717,3.195,,,,yes,,,,189.2
way/96059533,1,1.162,0.909,75.035,75.625,76.509,2.457,69.462,69.439,5.573,6.163,7.047,5.596,,,,yes,,,,273.0
way/96059540,1,0.984,1.0,72.546,72.743,73.037,1.179,68.898,68.585,3.648,3.844,4.139,3.961,,,,yes,,,,350.6
way/96059541,1,1.031,1.0,76.957,77.222,77.222,2.754,67.124,67.131,9.832,10.098,10.098,9.826,,,,yes,,,,189.5
way/96059542,2,1.036,0.857,74.056,74.201,74.737,1.789,71.115,70.533,2.941,3.086,3.622,3.523,,,,yes,,,,221.1
way/96059545,1,0.904,0.769,70.727,71.049,73.184,3.202,68.36,68.325,2.367,2.689,4.824,2.402,7.5,levels,-5.133,yes,2,,,363.1
way/96059549,1,1.195,0.826,66.008,67.264,68.023,3.714,62.958,62.463,3.05,4.306,5.065,3.545,,,,yes,,,,158.8
way/96059553,1,0.153,1.0,68.198,68.198,68.198,0.38,65.235,64.629,2.963,2.963,2.963,3.569,,,,yes,,,,116.0
way/96059555,1,1.132,1.0,73.279,74.642,75.099,2.263,66.291,65.906,6.988,8.351,8.809,7.372,7.5,levels,-0.512,yes,2,,,173.0
way/96059563,1,0.768,0.824,70.632,71.324,73.073,3.004,67.882,67.813,2.75,3.442,5.191,2.818,,,,yes,,,,396.7
way/96059566,2,1.403,0.75,70.058,72.712,74.654,3.692,67.026,66.7,3.032,5.686,7.629,3.359,7.5,levels,-4.468,yes,2,,,242.7
way/96059570,1,0.909,1.0,77.665,78.646,79.039,1.766,70.128,69.423,7.537,8.518,8.911,8.242,7.5,levels,0.037,office,2,,,448.0
way/96059574,1,0.825,1.0,77.939,78.048,78.234,0.59,70.289,69.736,7.65,7.759,7.945,8.203,,,,yes,,,,313.8
way/96059575,1,1.624,0.773,68.399,68.793,69.187,1.477,66.117,65.965,2.282,2.676,3.069,2.434,,,,yes,,,,159.1
way/96059580,3,1.277,0.75,67.607,72.502,74.154,2.261,63.506,62.955,4.101,8.997,10.649,4.652,7.5,levels,-3.399,yes,2,,,545.5
way/96301014,1,0.777,1.0,82.97,83.216,83.675,3.905,75.781,74.911,7.189,7.436,7.894,8.059,,,,yes,,,Federația Moldovenească de Fotbal,583.1
way/96301021,1,1.065,1.0,94.73,95.081,95.143,1.83,81.582,80.796,13.148,13.499,13.561,13.934,,,,yes,,,,766.6
way/96301023,1,1.017,1.0,91.454,91.94,91.981,2.948,79.497,78.079,11.957,12.443,12.484,13.375,10.5,levels,1.457,yes,3,,,1803.8
way/96301030,1,1.038,1.0,84.536,84.706,84.789,0.457,79.187,78.79,5.35,5.519,5.602,5.746,7.5,levels,-2.15,office,2,,,321.8
way/96301040,1,1.076,1.0,91.202,91.244,91.265,0.559,78.586,78.02,12.615,12.657,12.679,13.181,,,,yes,,,,238.7
way/963240160,1,2.018,0.75,101.376,103.123,103.272,3.77,96.705,96.578,4.671,6.418,6.567,4.797,,,,yes,,,,159.5
way/96551642,2,1.14,0.833,94.868,95.482,95.878,1.01,89.323,89.317,5.545,6.159,6.555,5.551,,,,yes,,,,202.7
way/96551643,1,1.044,0.762,91.787,91.863,94.536,3.404,87.748,87.298,4.038,4.115,6.787,4.489,,,,yes,,,,642.6
way/96551647,1,1.102,1.0,96.751,96.93,96.968,1.975,91.258,90.884,5.493,5.672,5.71,5.867,,,,yes,,,,155.6
way/96551648,1,1.206,0.7,93.37,93.518,94.975,2.175,88.005,87.853,5.364,5.513,6.97,5.516,,,,yes,,,,237.1
way/96551650,1,0.995,0.75,91.11,91.507,91.606,1.419,87.458,87.307,3.652,4.049,4.148,3.803,,,,yes,,,,177.2
way/96551654,1,0.787,1.0,91.984,92.252,92.432,2.028,86.516,86.335,5.469,5.736,5.916,5.649,,,,yes,,,,432.3
way/96551656,2,1.058,0.818,94.003,94.328,94.676,1.466,88.082,87.872,5.922,6.246,6.594,6.131,,,,yes,,,,251.6
way/96551659,3,1.159,0.714,93.993,94.355,94.823,2.201,88.129,87.015,5.864,6.226,6.694,6.978,,,,yes,,,,629.2
way/96551660,1,1.182,0.933,90.692,90.692,90.692,0.0,86.111,86.013,4.581,4.581,4.581,4.679,,,,retail,,,,285.0
way/96551671,1,1.081,0.737,92.556,92.951,93.264,1.146,89.429,89.32,3.126,3.521,3.835,3.236,,,,yes,,,,291.7
way/96551672,1,1.094,0.875,95.554,95.587,95.833,0.396,86.307,86.375,9.246,9.28,9.526,9.179,,,,yes,,,,530.3
way/96551675,1,1.01,0.8,94.117,95.014,95.463,1.93,86.4,86.364,7.717,8.614,9.063,7.753,,,,yes,,,,550.7
way/96551676,1,0.988,1.0,91.742,91.955,94.174,3.932,87.808,87.588,3.934,4.147,6.366,4.154,,,,yes,,,,298.3
way/96551677,1,0.952,1.0,91.1,91.28,91.281,0.311,87.979,87.849,3.121,3.301,3.302,3.251,,,,yes,,,,194.2
way/96551678,1,1.177,0.778,91.946,92.073,92.093,0.702,89.318,89.3,2.628,2.755,2.775,2.646,,,,yes,,,,75.3
way/96551679,1,1.007,1.0,96.387,97.152,99.015,3.669,89.22,89.009,7.168,7.932,9.796,7.378,,,,yes,,,,200.4
way/96551681,1,1.231,0.704,90.394,90.973,94.178,4.309,87.795,87.475,2.599,3.178,6.382,2.919,,,,yes,,,,498.2
way/96551682,1,1.003,0.75,92.737,92.92,93.149,4.166,86.294,86.084,6.443,6.626,6.854,6.654,,,,yes,,,,206.1
way/96551684,1,1.043,0.846,89.663,89.68,89.703,0.196,88.567,88.42,1.095,1.113,1.136,1.243,,,,yes,,,,181.1
way/96551685,1,1.038,0.714,92.339,92.384,94.37,3.048,88.398,88.092,3.941,3.985,5.972,4.247,,,,yes,,,,727.5
way/96551686,1,1.15,0.769,91.387,92.666,93.393,2.264,88.232,87.84,3.155,4.434,5.161,3.547,,,,yes,,,,223.3
way/96551690,1,1.111,1.0,91.902,92.507,92.507,0.69,89.265,89.202,2.637,3.242,3.242,2.7,,,,yes,,,,35.5
way/96551696,1,0.99,1.0,94.035,94.241,94.945,2.77,85.876,85.236,8.159,8.365,9.069,8.799,,,,yes,,,,326.3
way/96551699,1,0.492,1.0,90.024,90.024,90.163,0.447,87.509,87.428,2.515,2.515,2.654,2.596,,,,yes,,,,109.6
way/96551703,2,1.169,0.818,96.19,97.367,99.396,4.11,88.318,88.173,7.872,9.048,11.077,8.017,,,,yes,,,,423.6
way/96551705,1,1.303,0.714,95.055,95.233,95.3,3.522,87.679,87.153,7.376,7.554,7.621,7.902,,,,yes,,,,126.0
way/96551709,1,1.046,1.0,90.033,90.094,90.111,0.437,85.848,85.789,4.184,4.246,4.262,4.243,,,,yes,,,,296.6
way/96551712,1,1.114,0.889,96.772,96.899,96.968,3.171,86.47,86.523,10.302,10.428,10.497,10.249,,,,yes,,,,221.2
way/96551713,1,1.019,1.0,95.481,95.937,96.224,1.692,88.142,87.921,7.34,7.796,8.082,7.561,,,,yes,,,,109.5
way/96551715,1,0.95,1.0,92.147,92.295,92.548,1.131,88.423,88.276,3.724,3.872,4.125,3.871,,,,yes,,,,237.1
way/96551718,2,0.738,1.0,91.571,96.391,96.998,0.903,88.463,88.323,3.108,7.928,8.535,3.249,,,,yes,,,,680.0
way/96551723,1,1.0,1.0,88.966,89.051,89.515,0.806,86.445,86.269,2.521,2.605,3.07,2.697,,,,retail,,,,345.0
way/96551725,1,0.96,1.0,99.928,99.932,99.936,0.057,89.121,88.835,10.806,10.81,10.814,11.093,,,,yes,,,,197.5
way/96551729,2,0.948,0.714,91.881,92.145,93.839,2.303,88.583,88.468,3.297,3.561,5.256,3.413,,,,yes,,,,418.9
way/96551730,1,0.789,1.0,96.259,96.266,96.455,0.291,87.513,87.157,8.746,8.753,8.943,9.102,,,,yes,,,,214.4
way/96551731,1,1.154,0.714,91.961,92.12,92.289,0.634,89.644,89.489,2.317,2.476,2.646,2.472,,,,yes,,,,274.0
way/96569147,1,0.986,1.0,107.796,107.894,107.894,0.489,102.163,101.943,5.633,5.731,5.731,5.853,,,,yes,,,,184.6
way/96569153,1,0.963,0.786,108.331,108.331,109.019,0.786,98.716,98.3,9.615,9.615,10.303,10.031,,,,yes,,,,431.4
way/96569154,1,1.104,0.929,94.997,95.089,95.119,0.245,89.04,88.793,5.957,6.05,6.08,6.204,,,,yes,,,,103.1
way/96569156,1,0.451,1.0,106.32,106.32,106.32,0.684,101.899,101.369,4.421,4.421,4.421,4.951,,,,yes,,,,189.6
way/96569162,1,0.749,1.0,105.053,105.059,105.059,0.257,88.635,88.424,16.418,16.424,16.424,16.629,,,,yes,,,,422.9
way/96569163,1,1.099,0.75,96.226,96.315,96.344,1.171,92.669,92.231,3.557,3.646,3.675,3.995,,,,yes,,,,110.4
way/96569164,1,0.534,1.0,97.942,98.101,98.122,0.316,91.115,91.034,6.827,6.986,7.007,6.908,,,,yes,,,,233.9
way/96569165,1,1.002,1.0,99.143,99.516,99.521,0.391,91.922,91.412,7.221,7.593,7.598,7.732,,,,yes,,,,266.6
way/96569169,1,1.113,1.0,98.741,98.803,99.186,0.521,90.517,90.198,8.224,8.287,8.669,8.543,,,,yes,,,,308.9
way/96569170,1,1.254,0.895,95.043,95.204,95.272,0.557,86.987,86.818,8.056,8.217,8.285,8.225,,,,yes,,,Ambasada Georgiei,177.3
way/96569179,2,1.138,0.75,95.884,96.113,96.276,1.556,92.005,91.702,3.878,4.107,4.271,4.182,,,,yes,,,,317.0
way/96569181,1,1.421,0.875,100.119,101.019,101.442,3.998,94.222,94.03,5.897,6.797,7.221,6.089,,,,yes,,,,172.6
way/96569185,1,0.986,1.0,107.296,107.425,107.493,0.196,99.747,99.667,7.55,7.678,7.746,7.629,,,,yes,,,,390.1
way/96569186,1,1.099,1.0,104.253,104.273,104.351,0.294,99.489,99.307,4.764,4.783,4.862,4.946,,,,yes,,,,195.9
way/96569190,1,1.274,0.815,104.943,105.207,106.848,4.047,97.99,97.736,6.952,7.216,8.857,7.206,,,,yes,,,,157.1
way/96569191,1,0.998,0.778,102.779,103.049,103.172,0.589,99.809,99.511,2.97,3.24,3.363,3.268,,,,yes,,,,316.4
way/96569192,1,1.397,0.846,99.024,99.12,99.251,1.498,91.015,90.44,8.009,8.105,8.236,8.584,,,,yes,,,,535.6
way/96569202,1,0.844,1.0,100.328,100.363,100.364,0.198,93.824,93.179,6.503,6.539,6.54,7.148,,,,yes,,,,259.8
way/96569203,2,1.068,1.0,100.073,100.665,102.37,2.298,93.314,92.462,6.759,7.35,9.056,7.61,,,,yes,,,,269.0
way/96569206,1,0.995,1.0,94.345,94.522,96.729,2.968,90.998,90.901,3.347,3.524,5.731,3.445,,,,yes,,,,206.9
way/96569207,1,0.102,0.8,103.68,105.306,105.663,2.59,96.591,96.154,7.089,8.715,9.072,7.526,,,,yes,,,,442.8
way/96569208,1,1.696,0.857,95.915,96.039,96.689,1.067,87.528,87.53,8.386,8.511,9.161,8.384,,,,yes,,,,344.8
way/96569212,1,1.342,0.76,97.102,97.852,98.561,2.001,94.485,94.106,2.617,3.367,4.076,2.995,,,,yes,,,,277.2
way/96569216,1,0.871,1.0,95.045,95.119,95.125,0.314,87.52,87.408,7.525,7.599,7.605,7.637,,,,yes,,,,352.1
way/96569217,1,0.95,0.706,99.627,99.665,100.658,1.509,96.188,95.759,3.439,3.477,4.47,3.868,,,,yes,,,,274.2
way/96569221,1,0.999,1.0,98.758,98.77,101.678,3.979,94.268,93.632,4.49,4.502,7.41,5.126,,,,yes,,,,403.0
way/96569225,1,0.96,1.0,94.012,94.139,94.139,0.244,89.15,88.734,4.862,4.988,4.988,5.278,,,,yes,,,,85.7
way/96569231,1,0.919,1.0,100.587,101.205,101.255,1.243,92.328,92.098,8.258,8.877,8.927,8.489,,,,yes,,,,119.8
way/96569232,1,1.161,0.789,104.024,104.171,105.54,3.492,97.771,97.698,6.253,6.4,7.769,6.325,,,,yes,,,,262.1
way/96569237,2,0.99,1.0,94.965,95.385,95.723,1.831,90.969,90.642,3.996,4.416,4.754,4.324,,,,yes,,,,276.7
way/96569238,1,0.764,1.0,99.864,100.058,100.121,0.554,97.259,97.273,2.605,2.799,2.862,2.591,,,,yes,,,,157.3
way/96569241,2,0.926,0.737,96.018,96.238,96.981,1.548,93.317,92.338,2.701,2.921,3.664,3.68,,,,yes,,,,630.8
way/96569245,1,0.928,1.0,103.214,103.562,103.571,0.68,97.645,97.497,5.569,5.918,5.926,5.716,,,,yes,,,,168.3
way/96569247,1,1.046,1.0,100.729,101.342,101.565,1.466,96.624,96.21,4.105,4.718,4.941,4.52,,,,yes,,,,166.7
way/96569253,2,1.089,1.0,99.764,99.894,100.136,2.952,93.374,92.527,6.391,6.52,6.762,7.237,,,,yes,,,,438.3
way/96569256,1,0.778,1.0,101.617,102.208,102.282,0.783,99.296,98.718,2.321,2.913,2.986,2.899,,,,yes,,,,251.3
way/96569257,1,0.929,1.0,100.966,101.046,101.322,0.373,97.853,97.631,3.113,3.193,3.469,3.336,,,,yes,,,,165.4
way/96569260,2,0.985,1.0,105.538,106.906,107.199,0.391,102.544,102.07,2.994,4.362,4.655,3.468,,,,yes,,,,74.0
way/96569263,1,0.94,1.0,109.153,109.3,109.349,0.684,103.479,102.902,5.674,5.821,5.87,6.251,,,,yes,,,,274.7
way/96569269,1,1.042,1.0,104.031,104.036,104.096,0.197,95.885,94.665,8.146,8.151,8.211,9.367,,,,yes,,,,325.0
way/96569273,1,1.054,0.9,97.713,97.838,98.396,1.631,93.397,93.034,4.316,4.441,4.999,4.679,,,,yes,,,,395.7
way/96569276,2,0.825,1.0,96.501,96.521,102.073,5.794,90.961,90.569,5.54,5.559,11.111,5.932,,,,yes,,,,419.9
way/96569277,1,1.012,1.0,102.281,102.551,102.623,0.435,96.542,96.375,5.738,6.009,6.081,5.906,,,,yes,,,,108.2
way/96569283,2,0.933,1.0,97.2,97.65,98.21,3.432,89.476,89.154,7.724,8.174,8.733,8.046,,,,yes,,,,449.3
way/96933766,1,0.897,1.0,93.631,96.317,102.317,8.751,83.444,83.307,10.187,12.873,18.873,10.323,4.5,levels,5.687,yes,1,,,627.8
way/97820673,1,0.986,1.0,76.407,76.407,76.407,0.0,69.288,69.103,7.119,7.119,7.119,7.304,7.5,levels,-0.381,yes,2,,,285.3
way/97820690,1,1.138,1.0,73.714,73.714,76.407,2.692,69.483,69.699,4.232,4.232,6.924,4.016,4.5,levels,-0.268,yes,1,,,413.5
way/97820693,1,1.238,0.867,82.369,82.947,89.693,10.408,74.518,74.019,7.85,8.428,15.174,8.35,13.5,levels,-5.65,yes,4,,,468.2
way/97935042,1,0.942,1.0,114.856,114.856,114.856,0.68,100.796,99.994,14.06,14.06,14.06,14.862,13.5,levels,0.56,yes,4,,,577.2
way/98427970,1,1.013,1.0,92.619,92.704,93.235,0.825,81.67,81.31,10.949,11.034,11.564,11.309,,,,church,,,Casa parohială și curia eparhială,564.4
way/98427971,2,0.798,1.0,94.253,94.338,94.519,1.682,82.344,82.22,11.909,11.994,12.175,12.033,,,,church,,,Biserica Schimbarea la Față,643.8
way/98427972,2,0.763,1.0,80.059,80.138,80.321,0.783,75.125,75.131,4.934,5.013,5.196,4.929,,,,apartments,,,,398.3
way/98427973,1,1.015,1.0,89.024,89.136,89.387,0.688,84.072,83.853,4.951,5.063,5.315,5.171,,,,yes,,,,561.7
way/98427974,1,1.061,1.0,90.639,90.701,91.269,0.805,83.861,83.499,6.778,6.84,7.408,7.14,,,,yes,,,Vila Urbană a lui Vladimir Herța,794.8
way/98427975,1,0.977,1.0,88.012,100.28,100.319,12.774,81.691,81.278,6.321,18.589,18.628,6.734,,,,church,,,Catedrala Romano-Catolică „Providența Divină”,623.9
way/991056896,2,0.711,1.0,108.692,108.803,109.281,6.905,84.645,84.132,24.047,24.159,24.637,24.559,,,,yes,6;2;4,,Gemeni,2456.5
way/999568975,1,0.965,1.0,99.358,99.549,99.549,0.256,95.75,95.399,3.609,3.799,3.799,3.959,,,,yes,,,,88.2
